"REGIONE";"PROVINCIA";"COMUNE";"SPECIE";"DATA_SOSPETTO";"DATA_CONFERMA";"LONGITUDINE";"LATITUDINE";"ESITO";"DATA_PRELIEVO";"DATA"
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-01-09;2022-01-11;8.842666;44.62238;"P";NA;2022-01-09 00:00:00
"PIEMONTE";"AL";"ROCCA GRIMALDA";"CINGHIALE(SELVATICI)";2022-02-07;2022-02-08;8.634552;44.669397;"P";NA;2022-02-07 00:00:00
"LIGURIA";"GE";"MIGNANEGO";"CINGHIALE(SELVATICI)";2022-02-26;2022-03-02;8.90817;44.53559;"P";NA;2022-02-26 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-01-23;2022-01-24;8.906972;44.661321;"P";NA;2022-01-23 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-03-31;2022-04-01;8.647229;44.613188;"P";NA;2022-03-31 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-04-21;2022-04-22;8.697453;44.54072;"P";NA;2022-04-21 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-04-28;2022-04-29;8.648246;44.569753;"P";NA;2022-04-28 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-05-04;2022-05-05;8.700569;44.537756;"P";NA;2022-05-04 00:00:00
"PIEMONTE";"AL";"BOSIO";"CINGHIALE(SELVATICI)";2022-03-21;2022-03-22;8.778724;44.569035;"P";NA;2022-03-21 00:00:00
"PIEMONTE";"AL";"LERMA";"CINGHIALE(SELVATICI)";2022-03-23;2022-03-25;8.727802;44.651758;"P";NA;2022-03-23 00:00:00
"LIGURIA";"GE";"MIGNANEGO";"CINGHIALE(SELVATICI)";2022-02-02;2022-02-04;8.913969;44.540151;"P";NA;2022-02-02 00:00:00
"PIEMONTE";"AL";"SILVANO D\'ORBA";"CINGHIALE(SELVATICI)";2022-04-02;2022-04-05;8.696067;44.667365;"P";NA;2022-04-02 00:00:00
"PIEMONTE";"AL";"LERMA";"CINGHIALE(SELVATICI)";2022-04-20;2022-04-21;8.721435;44.604188;"P";NA;2022-04-20 00:00:00
"PIEMONTE";"AL";"LERMA";"CINGHIALE(SELVATICI)";2022-04-28;2022-05-02;8.716542;44.611941;"P";NA;2022-04-28 00:00:00
"PIEMONTE";"AL";"BOSIO";"CINGHIALE(SELVATICI)";2022-05-03;2022-05-04;8.780435;44.598328;"P";NA;2022-05-03 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-01-05;2022-01-07;8.643753;44.620184;"P";NA;2022-01-05 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-03-13;2022-03-14;8.643134;44.607378;"P";NA;2022-03-13 00:00:00
"PIEMONTE";"AL";"SERRAVALLE SCRIVIA";"CINGHIALE(SELVATICI)";2022-01-16;2022-01-18;8.858283;44.703273;"P";NA;2022-01-16 00:00:00
"PIEMONTE";"AL";"LERMA";"CINGHIALE(SELVATICI)";2022-01-14;2022-01-18;8.754007;44.57251;"P";NA;2022-01-14 00:00:00
"PIEMONTE";"AL";"TAGLIOLO MONFERRATO";"CINGHIALE(SELVATICI)";2022-01-17;2022-01-18;8.725179;44.587761;"P";NA;2022-01-17 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";2022-01-24;2022-01-26;8.944297;44.432722;"P";NA;2022-01-24 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-04-03;2022-04-05;8.611996;44.622811;"P";NA;2022-04-03 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-04-15;2022-04-19;8.660635;44.579593;"P";NA;2022-04-15 00:00:00
"LIGURIA";"GE";"BUSALLA";"CINGHIALE(SELVATICI)";2022-05-01;2022-05-03;8.94105;44.562;"P";NA;2022-05-01 00:00:00
"LIGURIA";"GE";"CAMPOMORONE";"CINGHIALE(SELVATICI)";2022-02-08;2022-02-11;8.8846;44.52436;"P";NA;2022-02-08 00:00:00
"PIEMONTE";"AL";"CASTELLETTO D\'ORBA";"CINGHIALE(SELVATICI)";2022-03-01;2022-03-02;8.682586;44.695971;"P";NA;2022-03-01 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-03-03;2022-03-04;8.646929;44.624582;"P";NA;2022-03-03 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-03-06;2022-03-08;8.693741;44.573854;"P";NA;2022-03-06 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-03-06;2022-03-09;8.692933;44.573013;"P";NA;2022-03-06 00:00:00
"LIGURIA";"GE";"BUSALLA";"CINGHIALE(SELVATICI)";2022-03-12;2022-03-17;8.938263;44.582361;"P";NA;2022-03-12 00:00:00
"PIEMONTE";"AL";"LERMA";"CINGHIALE(SELVATICI)";2022-01-14;2022-01-18;8.76259;44.572754;"P";NA;2022-01-14 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-03-29;2022-03-30;8.870942;44.650387;"P";NA;2022-03-29 00:00:00
"LIGURIA";"GE";"ISOLA DEL CANTONE";"CINGHIALE(SELVATICI)";2022-01-07;2022-01-11;8.91671;44.648372;"P";NA;2022-01-07 00:00:00
"LIGURIA";"GE";"MIGNANEGO";"CINGHIALE(SELVATICI)";2022-02-03;2022-02-04;8.928037;44.552591;"P";NA;2022-02-03 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-02-13;2022-02-14;8.915512;44.667243;"P";NA;2022-02-13 00:00:00
"LIGURIA";"GE";"RONCO SCRIVIA";"CINGHIALE(SELVATICI)";2022-02-24;2022-02-25;8.920639;44.617369;"P";NA;2022-02-24 00:00:00
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-03-12;2022-03-14;8.857901;44.593339;"P";NA;2022-03-12 00:00:00
"LIGURIA";"GE";"MIGNANEGO";"CINGHIALE(SELVATICI)";2022-01-23;2022-01-26;8.900037;44.551445;"P";NA;2022-01-23 00:00:00
"LIGURIA";"GE";"ISOLA DEL CANTONE";"CINGHIALE(SELVATICI)";2022-01-25;2022-01-28;8.905185;44.645112;"P";NA;2022-01-25 00:00:00
"LIGURIA";"GE";"MIGNANEGO";"CINGHIALE(SELVATICI)";2022-01-31;2022-02-03;8.909537;44.537099;"P";NA;2022-01-31 00:00:00
"LIGURIA";"GE";"RONCO SCRIVIA";"CINGHIALE(SELVATICI)";2022-04-01;2022-04-06;8.948103;44.611888;"P";NA;2022-04-01 00:00:00
"PIEMONTE";"AL";"CARROSIO";"CINGHIALE(SELVATICI)";2022-04-21;2022-04-22;8.842928;44.660479;"P";NA;2022-04-21 00:00:00
"PIEMONTE";"AL";"GRONDONA";"CINGHIALE(SELVATICI)";2022-04-30;2022-05-02;8.925169;44.683735;"P";NA;2022-04-30 00:00:00
"LIGURIA";"GE";"ISOLA DEL CANTONE";"CINGHIALE(SELVATICI)";2022-02-27;2022-03-02;8.91948;44.66114;"P";NA;2022-02-27 00:00:00
"PIEMONTE";"AL";"SILVANO D\'ORBA";"CINGHIALE(SELVATICI)";2022-03-01;2022-03-02;8.690123;44.679374;"P";NA;2022-03-01 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-03-21;2022-03-24;8.686714;44.544597;"P";NA;2022-03-21 00:00:00
"LIGURIA";"GE";"RONCO SCRIVIA";"CINGHIALE(SELVATICI)";2022-01-13;2022-01-15;8.911392;44.599186;"P";NA;2022-01-13 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-04-06;2022-04-11;8.683611;44.563888;"P";NA;2022-04-06 00:00:00
"PIEMONTE";"AL";"MONTALDEO";"CINGHIALE(SELVATICI)";2022-05-02;2022-05-04;8.721938;44.668471;"P";NA;2022-05-02 00:00:00
"PIEMONTE";"AL";"LERMA";"CINGHIALE(SELVATICI)";2022-01-16;2022-01-18;8.714525;44.632521;"P";NA;2022-01-16 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-01-21;2022-01-22;8.70849;44.538694;"P";NA;2022-01-21 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-01-20;2022-01-21;8.70851;44.53869;"P";NA;2022-01-20 00:00:00
"PIEMONTE";"AL";"MOLARE";"CINGHIALE(SELVATICI)";2022-04-02;2022-04-05;8.598204;44.600222;"P";NA;2022-04-02 00:00:00
"PIEMONTE";"AL";"GAVI";"CINGHIALE(SELVATICI)";2022-04-28;2022-05-02;8.848765;44.68382;"P";NA;2022-04-28 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-03-06;2022-03-09;8.693528;44.572726;"P";NA;2022-03-06 00:00:00
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-01-16;2022-01-18;8.82962;44.617003;"P";NA;2022-01-16 00:00:00
"PIEMONTE";"AL";"TAGLIOLO MONFERRATO";"CINGHIALE(SELVATICI)";2022-01-09;2022-01-11;8.69016;44.628823;"P";NA;2022-01-09 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-03-05;2022-03-09;8.702313;44.54099;"P";NA;2022-03-05 00:00:00
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-03-07;2022-03-08;8.85022;44.58673;"P";NA;2022-03-07 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-03-08;2022-03-11;8.636758;44.609278;"P";NA;2022-03-08 00:00:00
"PIEMONTE";"AL";"TAGLIOLO MONFERRATO";"CINGHIALE(SELVATICI)";2022-03-13;2022-03-14;8.704022;44.613252;"P";NA;2022-03-13 00:00:00
"PIEMONTE";"AL";"MONTALDEO";"CINGHIALE(SELVATICI)";2022-02-06;2022-02-07;8.730982;44.663534;"P";NA;2022-02-06 00:00:00
"PIEMONTE";"AL";"CASTELLETTO D\'ORBA";"CINGHIALE(SELVATICI)";2022-02-23;2022-02-25;8.699066;44.68331;"P";NA;2022-02-23 00:00:00
"PIEMONTE";"AL";"GAVI";"CINGHIALE(SELVATICI)";2022-04-06;2022-04-08;8.840171;44.686834;"P";NA;2022-04-06 00:00:00
"PIEMONTE";"AL";"BOSIO";"CINGHIALE(SELVATICI)";2022-01-14;2022-01-18;8.792383;44.640819;"P";NA;2022-01-14 00:00:00
"PIEMONTE";"AL";"MOLARE";"CINGHIALE(SELVATICI)";2022-03-28;2022-03-30;8.588301;44.582909;"P";NA;2022-03-28 00:00:00
"PIEMONTE";"AL";"MORNESE";"CINGHIALE(SELVATICI)";2022-03-29;2022-03-30;8.756481;44.622632;"P";NA;2022-03-29 00:00:00
"PIEMONTE";"AL";"PRASCO";"CINGHIALE(SELVATICI)";2022-03-30;2022-04-01;8.555971;44.642308;"P";NA;2022-03-30 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-04-10;2022-04-12;8.698118;44.550035;"P";NA;2022-04-10 00:00:00
"PIEMONTE";"AL";"CASTELLETTO D\'ORBA";"CINGHIALE(SELVATICI)";2022-02-20;2022-02-21;8.7028;44.677878;"P";NA;2022-02-20 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-02-12;2022-02-14;8.911392;44.665717;"P";NA;2022-02-12 00:00:00
"PIEMONTE";"AL";"LERMA";"CINGHIALE(SELVATICI)";2022-02-24;2022-02-25;8.716033;44.615008;"P";NA;2022-02-24 00:00:00
"PIEMONTE";"AL";"MOLARE";"CINGHIALE(SELVATICI)";2022-03-01;2022-03-02;8.597968;44.600359;"P";NA;2022-03-01 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-01-20;2022-01-21;8.733306;44.523778;"P";NA;2022-01-20 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-01-27;2022-01-31;8.733926;44.559092;"P";NA;2022-01-27 00:00:00
"PIEMONTE";"AL";"GAVI";"CINGHIALE(SELVATICI)";2022-03-29;2022-03-30;8.781174;44.699303;"P";NA;2022-03-29 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-02-06;2022-02-07;8.898732;44.665564;"P";NA;2022-02-06 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-02-28;2022-03-02;8.640363;44.605489;"P";NA;2022-02-28 00:00:00
"PIEMONTE";"AL";"CASALEGGIO BOIRO";"CINGHIALE(SELVATICI)";2022-03-05;2022-03-07;8.728565;44.635984;"P";NA;2022-03-05 00:00:00
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-03-12;2022-03-14;8.828461;44.633253;"P";NA;2022-03-12 00:00:00
"LIGURIA";"GE";"RONCO SCRIVIA";"CINGHIALE(SELVATICI)";2022-03-17;2022-03-22;8.950113;44.59541;"P";NA;2022-03-17 00:00:00
"PIEMONTE";"AL";"SILVANO D\'ORBA";"CINGHIALE(SELVATICI)";2022-01-23;2022-01-24;8.694007;44.675971;"P";NA;2022-01-23 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-03-29;2022-03-30;8.880965;44.682562;"P";NA;2022-03-29 00:00:00
"LIGURIA";"GE";"RONCO SCRIVIA";"CINGHIALE(SELVATICI)";2022-03-31;2022-04-05;8.94008;44.5901;"P";NA;2022-03-31 00:00:00
"LIGURIA";"GE";"BUSALLA";"CINGHIALE(SELVATICI)";2022-04-19;2022-04-20;8.941819;44.571885;"P";NA;2022-04-19 00:00:00
"PIEMONTE";"AL";"GRONDONA";"CINGHIALE(SELVATICI)";2022-05-01;2022-05-02;8.933752;44.687976;"P";NA;2022-05-01 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-05-03;2022-05-04;8.699619;44.542135;"P";NA;2022-05-03 00:00:00
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-03-12;2022-03-14;8.828815;44.633169;"P";NA;2022-03-12 00:00:00
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-03-28;2022-03-30;8.86054;44.596525;"P";NA;2022-03-28 00:00:00
"PIEMONTE";"AL";"FRACONALTO";"CINGHIALE(SELVATICI)";2022-03-31;2022-04-01;8.903324;44.598375;"P";NA;2022-03-31 00:00:00
"PIEMONTE";"AL";"FRACONALTO";"CINGHIALE(SELVATICI)";2022-01-03;2022-01-10;8.88266;44.590246;"P";NA;2022-01-03 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-02-07;2022-02-10;8.720282;44.571912;"P";NA;2022-02-07 00:00:00
"LIGURIA";"GE";"RONCO SCRIVIA";"CINGHIALE(SELVATICI)";2022-02-18;2022-02-23;8.939166;44.596388;"P";NA;2022-02-18 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-02-23;2022-02-25;8.916027;44.676093;"P";NA;2022-02-23 00:00:00
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-04-04;2022-04-06;8.853642;44.588625;"P";NA;2022-04-04 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-04-18;2022-04-19;8.876459;44.678412;"P";NA;2022-04-18 00:00:00
"PIEMONTE";"AL";"MONTALDEO";"CINGHIALE(SELVATICI)";2022-02-12;2022-02-14;8.730661;44.6625;"P";NA;2022-02-12 00:00:00
"PIEMONTE";"AL";"GAVI";"CINGHIALE(SELVATICI)";2022-03-16;2022-03-18;8.856125;44.691425;"P";NA;2022-03-16 00:00:00
"PIEMONTE";"AL";"ARQUATA SCRIVIA";"CINGHIALE(SELVATICI)";2022-03-21;2022-03-22;8.858874;44.656788;"P";NA;2022-03-21 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-01-20;2022-01-21;8.710556;44.560278;"P";NA;2022-01-20 00:00:00
"LIGURIA";"GE";"ISOLA DEL CANTONE";"CINGHIALE(SELVATICI)";2022-01-22;2022-01-26;8.905091;44.63775;"P";NA;2022-01-22 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-01-23;2022-01-26;8.714282;44.572984;"P";NA;2022-01-23 00:00:00
"LIGURIA";"GE";"ISOLA DEL CANTONE";"CINGHIALE(SELVATICI)";2022-01-25;2022-01-28;8.885699;44.637249;"P";NA;2022-01-25 00:00:00
"PIEMONTE";"AL";"MOLARE";"CINGHIALE(SELVATICI)";2022-04-02;2022-04-05;8.598462;44.600038;"P";NA;2022-04-02 00:00:00
"LIGURIA";"GE";"MIGNANEGO";"CINGHIALE(SELVATICI)";2022-04-09;2022-04-14;8.907805;44.543277;"P";NA;2022-04-09 00:00:00
"LIGURIA";"GE";"CAMPO LIGURE";"CINGHIALE(SELVATICI)";2022-04-10;2022-04-12;8.698117;44.550034;"P";NA;2022-04-10 00:00:00
"PIEMONTE";"AL";"VOLTAGGIO";"CINGHIALE(SELVATICI)";2022-01-09;2022-01-11;8.839919;44.617492;"P";NA;2022-01-09 00:00:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";2022-02-20;2022-02-21;8.616125;44.640801;"P";NA;2022-02-20 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-03-06;2022-03-09;8.69538;44.570389;"P";NA;2022-03-06 00:00:00
"LIGURIA";"GE";"ROSSIGLIONE";"CINGHIALE(SELVATICI)";2022-03-21;2022-03-24;8.682638;44.559527;"P";NA;2022-03-21 00:00:00
"PIEMONTE";"AL";"SILVANO D\'ORBA";"CINGHIALE(SELVATICI)";2022-04-09;2022-04-13;8.695015;44.666556;"P";NA;2022-04-09 00:00:00
"LIGURIA";"GE";"BUSALLA";"CINGHIALE(SELVATICI)";2022-04-16;2022-04-20;8.943759;44.569797;"P";NA;2022-04-16 00:00:00
"PIEMONTE";"AL";"SERRAVALLE SCRIVIA";"CINGHIALE(SELVATICI)";2022-04-21;2022-04-22;8.864516;44.709497;"P";NA;2022-04-21 00:00:00
"PIEMONTE";"AT";"VINCHIO";"CINGHIALE(SELVATICI)";NA;NA;8.316865;44.826885;"N";2022-02-23;2022-02-23 11:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.960506;44.406987;"N";2022-02-28;2022-03-01 00:00:00
"LIGURIA";"SV";"URBE";"CINGHIALE(SELVATICI)";NA;NA;8.607944;44.499362;"N";2022-03-12;2022-03-13 00:00:00
"LIGURIA";"GE";"SORI";"CINGHIALE(SELVATICI)";NA;NA;9.114249;44.368249;"N";2022-04-06;2022-04-06 09:30:00
"PIEMONTE";"AT";"BELVEGLIO";"CINGHIALE(SELVATICI)";NA;NA;8.333566;44.82822;"N";2022-03-17;2022-03-17 14:30:00
"PIEMONTE";"AT";"LOAZZOLO";"CINGHIALE(SELVATICI)";NA;NA;8.277081;44.68711;"N";2022-03-06;2022-03-06 11:00:00
"PIEMONTE";"AL";"CASTELLAR GUIDOBONO";"CINGHIALE(SELVATICI)";NA;NA;8.954042;44.907113;"N";2022-01-12;2022-01-12 19:00:00
"LOMBARDIA";"PV";"ARENA PO";"CINGHIALE(SELVATICI)";NA;NA;9.43202;45.090872;"N";2022-02-22;2022-02-23 00:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-21;2022-03-21 10:00:00
"PIEMONTE";"AT";"ROCCA D'ARAZZO";"CINGHIALE(SELVATICI)";NA;NA;8.26511;44.85651;"N";2022-04-19;2022-04-19 23:59:00
"PIEMONTE";"AL";"TORTONA";"CINGHIALE(SELVATICI)";NA;NA;8.829086;44.840586;"N";2022-04-17;2022-04-17 19:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-01-24;2022-01-24 12:00:00
"PIEMONTE";"CN";"FOSSANO";"SUINI(DOMESTICI)";NA;NA;7.668157;44.529489;"N";2022-04-27;2022-04-28 00:00:00
"LOMBARDIA";"PV";"TORRE D'ISOLA";"CINGHIALE(SELVATICI)";NA;NA;9.077043;45.217372;"N";2022-01-16;2022-01-17 00:00:00
"PIEMONTE";"AT";"INCISA SCAPACCINO";"CINGHIALE(SELVATICI)";NA;NA;8.388921;44.794947;"N";2022-01-17;2022-01-17 11:15:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;9.004272;44.449233;"N";2022-02-02;2022-02-02 10:20:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.893942;44.435077;"N";2022-01-20;2022-01-20 23:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.897189;44.441728;"N";2022-05-03;2022-05-03 14:00:00
"LIGURIA";"GE";"SERRA RICCO'";"CINGHIALE(SELVATICI)";NA;NA;8.918523;44.5023;"N";2022-05-04;2022-05-05 00:00:00
"LIGURIA";"SV";"PIETRA LIGURE";"CINGHIALE(SELVATICI)";NA;NA;8.272606;44.158877;"N";2022-02-20;2022-02-20 11:45:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.987446;44.403564;"N";2022-02-28;2022-03-01 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.960506;44.406987;"N";2022-02-28;2022-03-01 00:00:00
"PIEMONTE";"AL";"ALESSANDRIA";"CINGHIALE(SELVATICI)";NA;NA;8.583098;44.947623;"N";2022-03-10;2022-03-10 09:00:00
"LIGURIA";"SV";"FINALE LIGURE";"CINGHIALE(SELVATICI)";NA;NA;8.382358;44.19287;"N";2022-02-08;2022-02-08 18:00:00
"PIEMONTE";"AL";"BISTAGNO";"CINGHIALE(SELVATICI)";NA;NA;8.368943;44.660504;"N";2022-01-12;2022-01-12 11:00:00
"PIEMONTE";"AT";"ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.302233;44.912772;"N";2022-03-18;2022-03-18 15:00:00
"PIEMONTE";"AT";"MONTEGROSSO D'ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.206303;44.808104;"N";2022-03-19;2022-03-19 23:00:00
"PIEMONTE";"CN";"CHERASCO";"CINGHIALE(SELVATICI)";NA;NA;7.858192;44.64724;"N";2022-02-08;2022-02-08 20:30:00
"LIGURIA";"GE";"CERANESI";"CINGHIALE(SELVATICI)";NA;NA;8.84958;44.50695;"N";2022-02-07;2022-02-07 12:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;9.028179;44.384234;"N";2022-04-08;2022-04-08 14:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.937349;44.411957;"N";2022-04-05;2022-04-05 10:00:00
"EMILIA-ROMAGNA";"PC";"ALSENO";"CINGHIALE(SELVATICI)";NA;NA;10.006089;44.881764;"N";2022-01-19;2022-01-19 14:00:00
"EMILIA-ROMAGNA";"PC";"CASTELL'ARQUATO";"CINGHIALE(SELVATICI)";NA;NA;9.910202;44.872722;"N";2022-03-18;2022-03-18 08:30:00
"PIEMONTE";"CN";"MARENE";"CINGHIALE(SELVATICI)";NA;NA;7.723323;44.657095;"N";2022-03-04;2022-03-04 16:30:00
"PIEMONTE";"CN";"ALBA";"CINGHIALE(SELVATICI)";NA;NA;8.038512;44.689859;"N";2022-03-02;2022-03-02 21:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.191708;44.882244;"N";2022-01-12;2022-01-13 00:00:00
