"REGIONE";"PROVINCIA";"COMUNE";"SPECIE";"DATA_SOSPETTO";"DATA_CONFERMA";"LONGITUDINE";"LATITUDINE";"ESITO";"DATA_PRELIEVO";"DATA"
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.974528;44.402538;"N";2022-03-19;2022-03-19 10:15:00
"LIGURIA";"SV";"QUILIANO";"CINGHIALE(SELVATICI)";NA;NA;8.421654;44.290022;"N";2022-03-03;2022-03-04 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.951;44.431613;"N";2022-03-14;2022-03-15 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.951;44.431613;"N";2022-03-14;2022-03-15 00:00:00
"LIGURIA";"SV";"SAVONA";"CINGHIALE(SELVATICI)";NA;NA;8.420898;44.311933;"N";2022-01-14;2022-01-14 18:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.191131;44.849479;"N";2022-02-26;2022-02-27 00:00:00
"EMILIA-ROMAGNA";"PC";"MORFASSO";"CINGHIALE(SELVATICI)";NA;NA;9.748578;44.755296;"N";2022-01-24;2022-01-24 13:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-10;2022-03-10 11:30:00
"PIEMONTE";"AT";"ISOLA D'ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.171049;44.822688;"N";2022-04-10;2022-04-10 20:00:00
"PIEMONTE";"CN";"RACCONIGI";"SUINI(DOMESTICI)";NA;NA;7.713131;44.756118;"N";2022-05-04;2022-05-04 09:25:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;9.00921;44.414451;"N";2022-04-27;2022-04-27 12:30:00
"PIEMONTE";"AT";"SAN DAMIANO D'ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.06065;44.85384;"N";2022-04-04;2022-04-04 11:00:00
"LIGURIA";"GE";"MELE";"CINGHIALE(SELVATICI)";NA;NA;8.759444;44.479722;"N";2022-03-07;2022-03-07 12:00:00
"LIGURIA";"GE";"LEIVI";"SUINI(DOMESTICI)";NA;NA;9.3358;44.3348;"N";2022-01-24;2022-01-24 13:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.885546;44.458645;"N";2022-05-04;2022-05-04 14:00:00
"PIEMONTE";"AL";"ROCCA GRIMALDA";"CINGHIALE(SELVATICI)";NA;NA;8.632759;44.677056;"N";2022-04-26;2022-04-27 00:00:00
"EMILIA-ROMAGNA";"PC";"BORGONOVO VAL TIDONE";"CINGHIALE(SELVATICI)";NA;NA;9.438;44.96938;"N";2022-01-09;2022-01-09 12:30:00
"LOMBARDIA";"PV";"TORRAZZA COSTE";"CINGHIALE(SELVATICI)";NA;NA;9.086143;44.976086;"N";2022-03-05;2022-03-06 00:00:00
"EMILIA-ROMAGNA";"PC";"GAZZOLA";"CINGHIALE(SELVATICI)";NA;NA;9.580786;44.937236;"N";2022-02-01;2022-02-01 11:00:00
"LIGURIA";"GE";"RECCO";"CINGHIALE(SELVATICI)";NA;NA;9.143744;44.365856;"N";2022-01-03;2022-01-03 11:00:00
"PIEMONTE";"AT";"MONTEGROSSO D'ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.21641;44.804193;"N";2022-03-19;2022-03-19 22:00:00
"LIGURIA";"GE";"SESTRI LEVANTE";"CINGHIALE(SELVATICI)";NA;NA;9.421739;44.259504;"N";2022-04-09;2022-04-10 00:00:00
"LOMBARDIA";"PV";"BRALLO DI PREGOLA";"SUINI(DOMESTICI)";NA;NA;9.30959;44.723553;"N";2022-04-26;2022-04-27 00:00:00
"PIEMONTE";"AL";"POMARO MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.609105;45.060396;"N";2022-04-14;2022-04-14 08:00:00
"LIGURIA";"GE";"NEIRONE";"SUINI(DOMESTICI)";NA;NA;9.1798;44.4348;"N";2022-01-20;2022-01-20 09:00:00
"PIEMONTE";"CN";"VALDIERI";"CINGHIALE(SELVATICI)";NA;NA;7.278621;44.214597;"N";2022-04-28;2022-04-28 16:00:00
"LOMBARDIA";"PV";"PIEVE DEL CAIRO";"CINGHIALE(SELVATICI)";NA;NA;8.814228;45.062427;"N";2022-04-04;2022-04-05 00:00:00
"LIGURIA";"SV";"ALBISSOLA MARINA";"CINGHIALE(SELVATICI)";NA;NA;8.496305;44.332302;"N";2022-02-01;2022-02-01 10:00:00
"LIGURIA";"GE";"CAMOGLI";"CINGHIALE(SELVATICI)";NA;NA;9.168586;44.339336;"N";2022-05-04;2022-05-05 00:00:00
"PIEMONTE";"AL";"PREDOSA";"CINGHIALE(SELVATICI)";NA;NA;8.629964;44.757809;"N";2022-01-13;2022-01-13 12:30:00
"PIEMONTE";"AT";"CALOSSO";"CINGHIALE(SELVATICI)";NA;NA;8.22955;44.73827;"N";2022-03-26;2022-03-26 09:00:00
"EMILIA-ROMAGNA";"PC";"CASTELL'ARQUATO";"CINGHIALE(SELVATICI)";NA;NA;9.85597;44.88337;"N";2022-04-05;2022-04-05 11:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.984677;44.40581;"N";2022-03-19;2022-03-20 00:00:00
"PIEMONTE";"AT";"CORTIGLIONE";"CINGHIALE(SELVATICI)";NA;NA;8.367374;44.832937;"N";2022-03-31;2022-03-31 22:00:00
"LIGURIA";"SV";"ANDORA";"CINGHIALE(SELVATICI)";NA;NA;8.136151;43.952486;"N";2022-04-03;2022-04-04 00:00:00
"LIGURIA";"SV";"BERGEGGI";"CINGHIALE(SELVATICI)";NA;NA;8.442151;44.24186;"N";2022-03-25;2022-03-26 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.88932;44.43769;"N";2022-02-02;2022-02-03 00:00:00
"EMILIA-ROMAGNA";"PC";"CARPANETO PIACENTINO";"CINGHIALE(SELVATICI)";NA;NA;9.784312;44.887255;"N";2022-03-23;2022-03-23 11:00:00
"EMILIA-ROMAGNA";"PC";"CORTE BRUGNATELLA";"SUINI(DOMESTICI)";NA;NA;9.32945;44.71545;"N";2022-02-13;2022-02-14 00:00:00
"PIEMONTE";"AT";"BELVEGLIO";"CINGHIALE(SELVATICI)";NA;NA;8.319949;44.831185;"N";2022-04-21;2022-04-21 23:40:00
"LIGURIA";"GE";"ZOAGLI";"CINGHIALE(SELVATICI)";NA;NA;9.280863;44.336871;"N";2022-01-28;2022-01-28 10:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.824278;44.445169;"N";2022-05-03;2022-05-03 14:00:00
"PIEMONTE";"AT";"ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.126487;44.938625;"N";2022-02-11;2022-02-11 12:15:00
"LIGURIA";"GE";"ISOLA DEL CANTONE";"CINGHIALE(SELVATICI)";NA;NA;8.987324;44.651607;"N";2022-01-16;2022-01-16 10:00:00
"EMILIA-ROMAGNA";"PC";"ZIANO PIACENTINO";"CINGHIALE(SELVATICI)";NA;NA;9.397995;45.00883;"N";2022-01-13;2022-01-13 15:05:00
"LOMBARDIA";"PV";"SANTA GIULETTA";"CINGHIALE(SELVATICI)";NA;NA;9.181236;45.035536;"N";2022-04-10;2022-04-11 00:00:00
"PIEMONTE";"AL";"ROCCA GRIMALDA";"CINGHIALE(SELVATICI)";NA;NA;8.666275;44.691485;"N";2022-04-22;2022-04-22 13:45:00
"PIEMONTE";"AT";"MONTEGROSSO D'ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.237902;44.821702;"N";2022-04-14;2022-04-14 23:30:00
"PIEMONTE";"CN";"ROCCASPARVERA";"SUINI(DOMESTICI)";NA;NA;7.436554;44.338622;"N";2022-04-07;2022-04-07 14:00:00
"PIEMONTE";"AL";"CASALE MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.505911;45.13075;"N";2022-01-20;2022-01-20 11:15:00
"PIEMONTE";"AT";"CORTIGLIONE";"CINGHIALE(SELVATICI)";NA;NA;8.372744;44.834135;"N";2022-01-19;2022-01-19 14:00:00
"LIGURIA";"GE";"DAVAGNA";"CINGHIALE(SELVATICI)";NA;NA;9.068944;44.445136;"N";2022-01-16;2022-01-16 15:00:00
"LOMBARDIA";"PV";"BRESSANA BOTTARONE";"CINGHIALE(SELVATICI)";NA;NA;9.136542;45.077835;"N";2022-02-17;2022-02-18 00:00:00
"LIGURIA";"GE";"MONEGLIA";"CINGHIALE(SELVATICI)";NA;NA;9.48147;44.254955;"N";2022-04-12;2022-04-12 14:00:00
"PIEMONTE";"CN";"MURAZZANO";"CINGHIALE(SELVATICI)";NA;NA;8.031944;44.465576;"N";2022-01-28;2022-01-28 14:30:00
"PIEMONTE";"CN";"MARGARITA";"CINGHIALE(SELVATICI)";NA;NA;7.662923;44.393048;"N";2022-02-17;2022-02-17 15:00:00
"PIEMONTE";"AL";"ACQUI TERME";"CINGHIALE(SELVATICI)";NA;NA;8.476996;44.666626;"N";2022-03-12;2022-03-12 11:00:00
"LIGURIA";"SV";"ANDORA";"CINGHIALE(SELVATICI)";NA;NA;8.136151;43.952486;"N";2022-04-03;2022-04-04 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;9.002064;44.419401;"N";2022-03-29;2022-03-30 00:00:00
"PIEMONTE";"AT";"CASTELNUOVO CALCEA";"CINGHIALE(SELVATICI)";NA;NA;8.297537;44.798927;"N";2022-03-01;2022-03-01 10:40:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-16;2022-03-16 10:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-16;2022-03-16 11:15:00
"LOMBARDIA";"PV";"ROMAGNESE";"CINGHIALE(SELVATICI)";NA;NA;9.330885;44.840293;"N";2022-01-14;2022-01-15 00:00:00
"PIEMONTE";"CN";"CHIUSA DI PESIO";"CINGHIALE(SELVATICI)";NA;NA;7.676516;44.235826;"N";2022-01-02;2022-01-02 12:00:00
"PIEMONTE";"AL";"CARTOSIO";"CINGHIALE(SELVATICI)";NA;NA;8.406352;44.599348;"N";2022-04-12;2022-04-12 15:30:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.96741;44.39729;"N";2022-01-31;2022-01-31 11:30:00
"LIGURIA";"GE";"SERRA RICCO'";"CINGHIALE(SELVATICI)";NA;NA;8.918523;44.5023;"N";2022-05-04;2022-05-05 00:00:00
"PIEMONTE";"CN";"BRA";"CINGHIALE(SELVATICI)";NA;NA;7.861736;44.684986;"N";2022-04-28;2022-04-28 14:00:00
"PIEMONTE";"CN";"TREISO";"CINGHIALE(SELVATICI)";NA;NA;8.091944;44.662094;"N";2022-01-08;2022-01-09 00:00:00
"PIEMONTE";"CN";"NIELLA TANARO";"CINGHIALE(SELVATICI)";NA;NA;7.9433;44.400848;"N";2022-02-06;2022-02-06 15:00:00
"LIGURIA";"GE";"MIGNANEGO";"CINGHIALE(SELVATICI)";NA;NA;8.91448;44.51897;"N";2022-02-07;2022-02-07 10:30:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.9131;44.4482;"N";2022-03-14;2022-03-15 00:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-21;2022-03-21 10:00:00
"PIEMONTE";"AL";"VALENZA";"CINGHIALE(SELVATICI)";NA;NA;8.646653;44.997084;"N";2022-01-22;2022-01-22 14:00:00
"PIEMONTE";"AL";"OVIGLIO";"CINGHIALE(SELVATICI)";NA;NA;8.465209;44.869674;"N";2022-01-20;2022-01-20 13:00:00
"LIGURIA";"GE";"RAPALLO";"CINGHIALE(SELVATICI)";NA;NA;9.174044;44.35855;"N";2022-05-04;2022-05-04 08:00:00
"PIEMONTE";"AT";"MARETTO";"CINGHIALE(SELVATICI)";NA;NA;8.036572;44.947114;"N";2022-01-14;2022-01-14 15:40:00
"PIEMONTE";"AT";"AGLIANO TERME";"CINGHIALE(SELVATICI)";NA;NA;8.231444;44.767593;"N";2022-04-25;2022-04-25 23:45:00
"LIGURIA";"GE";"LAVAGNA";"CINGHIALE(SELVATICI)";NA;NA;9.377709;44.29018;"N";2022-01-10;2022-01-10 09:00:00
"PIEMONTE";"AL";"SERRALUNGA DI CREA";"CINGHIALE(SELVATICI)";NA;NA;8.279138;45.093094;"N";2022-02-25;2022-02-25 13:00:00
"PIEMONTE";"AT";"CORSIONE";"CINGHIALE(SELVATICI)";NA;NA;8.161167;44.993108;"N";2022-04-09;2022-04-09 18:30:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";NA;NA;8.65438;44.65031;"N";2022-03-16;2022-03-16 14:00:00
"LOMBARDIA";"PV";"BAGNARIA";"CINGHIALE(SELVATICI)";NA;NA;9.120555;44.828791;"N";2022-01-22;2022-01-23 00:00:00
"EMILIA-ROMAGNA";"PC";"FERRIERE";"CINGHIALE(SELVATICI)";NA;NA;9.405323;44.649799;"N";2022-01-16;2022-01-16 12:00:00
"LOMBARDIA";"PV";"ARENA PO";"CINGHIALE(SELVATICI)";NA;NA;9.43202;45.090872;"N";2022-02-22;2022-02-23 00:00:00
"PIEMONTE";"AT";"AGLIANO TERME";"CINGHIALE(SELVATICI)";NA;NA;8.231444;44.767593;"N";2022-04-25;2022-04-25 23:45:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.974721;44.402571;"N";2022-03-19;2022-03-19 10:00:00
"PIEMONTE";"CN";"SANTO STEFANO BELBO";"CINGHIALE(SELVATICI)";NA;NA;8.217249;44.699675;"N";2022-03-19;2022-03-19 07:15:00
"PIEMONTE";"CN";"VICOFORTE";"CINGHIALE(SELVATICI)";NA;NA;7.839785;44.356553;"N";2022-03-10;2022-03-10 23:50:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.974997;44.401584;"N";2022-03-15;2022-03-16 00:00:00
"PIEMONTE";"CN";"CASTIGLIONE FALLETTO";"CINGHIALE(SELVATICI)";NA;NA;7.96853;44.635305;"N";2022-03-13;2022-03-14 00:00:00
"EMILIA-ROMAGNA";"PC";"OTTONE";"CINGHIALE(SELVATICI)";NA;NA;9.321;44.652;"N";2022-03-30;2022-03-30 19:10:00
"LIGURIA";"GE";"PORTOFINO";"CINGHIALE(SELVATICI)";NA;NA;9.210033;44.307032;"N";2022-04-22;2022-04-22 12:00:00
"PIEMONTE";"AL";"BORGORATTO ALESSANDRINO";"CINGHIALE(SELVATICI)";NA;NA;8.542867;44.843816;"N";2022-04-09;2022-04-09 11:30:00
"LOMBARDIA";"PV";"BAGNARIA";"CINGHIALE(SELVATICI)";NA;NA;9.129456;44.831037;"N";2022-02-06;2022-02-07 00:00:00
"PIEMONTE";"AT";"MOMBERCELLI";"CINGHIALE(SELVATICI)";NA;NA;8.291906;44.810988;"N";2022-04-05;2022-04-06 00:00:00
"LIGURIA";"GE";"BUSALLA";"CINGHIALE(SELVATICI)";NA;NA;8.982299;44.583752;"N";2022-03-09;2022-03-09 09:33:00
"PIEMONTE";"AL";"CAPRIATA D'ORBA";"CINGHIALE(SELVATICI)";NA;NA;8.687635;44.75451;"N";2022-01-11;2022-01-11 15:00:00
"PIEMONTE";"AT";"ROCCA D'ARAZZO";"CINGHIALE(SELVATICI)";NA;NA;8.264116;44.856853;"N";2022-04-19;2022-04-19 23:20:00
"PIEMONTE";"AT";"VILLANOVA D'ASTI";"CINGHIALE(SELVATICI)";NA;NA;7.899132;44.929294;"N";2022-01-18;2022-01-18 10:00:00
"PIEMONTE";"CN";"TORRE BORMIDA";"CINGHIALE(SELVATICI)";NA;NA;8.154217;44.5626;"N";2022-05-03;2022-05-03 10:00:00
"LIGURIA";"GE";"RAPALLO";"CINGHIALE(SELVATICI)";NA;NA;9.233889;44.349821;"N";2022-05-04;2022-05-04 09:00:00
"PIEMONTE";"AT";"AGLIANO TERME";"CINGHIALE(SELVATICI)";NA;NA;8.226676;44.772725;"N";2022-05-02;2022-05-02 23:30:00
"PIEMONTE";"AL";"FELIZZANO";"CINGHIALE(SELVATICI)";NA;NA;8.413388;44.880046;"N";2022-04-23;2022-04-23 21:30:00
"PIEMONTE";"AL";"MASIO";"CINGHIALE(SELVATICI)";NA;NA;8.40333;44.871794;"N";2022-04-21;2022-04-22 00:00:00
"PIEMONTE";"CN";"POCAPAGLIA";"CINGHIALE(SELVATICI)";NA;NA;7.891778;44.702384;"N";2022-02-23;2022-02-23 09:30:00
"PIEMONTE";"AL";"VISONE";"CINGHIALE(SELVATICI)";NA;NA;8.513377;44.666863;"N";2022-02-07;2022-02-07 12:55:00
"PIEMONTE";"AL";"CARPENETO";"CINGHIALE(SELVATICI)";NA;NA;8.626215;44.694337;"N";2022-02-03;2022-02-03 19:00:00
"PIEMONTE";"AL";"SPIGNO MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.377639;44.554017;"N";2022-02-26;2022-02-26 17:50:00
"PIEMONTE";"CN";"MOROZZO";"SUINI(DOMESTICI)";NA;NA;7.655414;44.423568;"N";2022-04-20;2022-04-20 10:30:00
"PIEMONTE";"CN";"RACCONIGI";"SUINI(DOMESTICI)";NA;NA;7.713131;44.756118;"N";2022-03-29;2022-03-29 09:53:00
"LIGURIA";"SV";"VADO LIGURE";"CINGHIALE(SELVATICI)";NA;NA;8.422186;44.245805;"N";2022-01-24;2022-01-24 13:00:00
"PIEMONTE";"AL";"SPIGNO MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.333265;44.542548;"N";2022-01-18;2022-01-18 13:10:00
"LIGURIA";"SV";"ANDORA";"CINGHIALE(SELVATICI)";NA;NA;8.136151;43.952486;"N";2022-04-03;2022-04-04 00:00:00
"PIEMONTE";"CN";"CRAVANZANA";"CINGHIALE(SELVATICI)";NA;NA;8.132256;44.582775;"N";2022-03-19;2022-03-19 11:30:00
"LIGURIA";"GE";"SANTA MARGHERITA LIGURE";"CINGHIALE(SELVATICI)";NA;NA;9.208946;44.310978;"N";2022-04-09;2022-04-09 16:00:00
"PIEMONTE";"AT";"LOAZZOLO";"CINGHIALE(SELVATICI)";NA;NA;8.267;44.682145;"N";2022-03-26;2022-03-26 11:00:00
"PIEMONTE";"AL";"OVIGLIO";"CINGHIALE(SELVATICI)";NA;NA;8.467183;44.870708;"N";2022-02-04;2022-02-04 11:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;9.00253;44.4025;"N";2022-02-02;2022-02-03 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.94706;44.42172;"N";2022-02-02;2022-02-03 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.98424;44.40282;"N";2022-02-24;2022-02-24 14:00:00
"EMILIA-ROMAGNA";"PC";"GRAGNANO TREBBIENSE";"CINGHIALE(SELVATICI)";NA;NA;9.53714;45.01824;"N";2022-01-10;2022-01-10 14:30:00
"PIEMONTE";"AL";"PREDOSA";"SUINI(DOMESTICI)";NA;NA;8.628602;44.722191;"N";2022-03-14;2022-03-14 10:00:00
"LOMBARDIA";"PV";"MONTESEGALE";"CINGHIALE(SELVATICI)";NA;NA;9.12715;44.90612;"N";2022-03-19;2022-03-20 00:00:00
"PIEMONTE";"AL";"MONLEALE";"CINGHIALE(SELVATICI)";NA;NA;8.972115;44.876392;"N";2022-02-08;2022-02-08 10:40:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.9933;44.40829;"N";2022-02-17;2022-02-17 15:00:00
"PIEMONTE";"AL";"CASTELLAZZO BORMIDA";"CINGHIALE(SELVATICI)";NA;NA;8.607794;44.860221;"N";2022-02-18;2022-02-18 15:00:00
"PIEMONTE";"CN";"CRAVANZANA";"CINGHIALE(SELVATICI)";NA;NA;8.117581;44.560653;"N";2022-04-23;2022-04-24 00:00:00
"LIGURIA";"GE";"SANTA MARGHERITA LIGURE";"CINGHIALE(SELVATICI)";NA;NA;9.203038;44.333238;"N";2022-04-24;2022-04-24 14:00:00
"PIEMONTE";"AT";"INCISA SCAPACCINO";"CINGHIALE(SELVATICI)";NA;NA;8.380758;44.81145;"N";2022-01-28;2022-01-28 11:20:00
"PIEMONTE";"AL";"MONTALDO BORMIDA";"CINGHIALE(SELVATICI)";NA;NA;8.595475;44.699737;"N";2022-01-29;2022-01-29 12:00:00
"LOMBARDIA";"PV";"VOGHERA";"CINGHIALE(SELVATICI)";NA;NA;9.017909;44.978579;"N";2022-03-02;2022-03-03 00:00:00
"PIEMONTE";"AT";"CELLARENGO";"SUINI(DOMESTICI)";NA;NA;7.899123;44.891339;"N";2021-12-28;2021-12-29 00:00:00
"LOMBARDIA";"PV";"BAGNARIA";"CINGHIALE(SELVATICI)";NA;NA;9.11465;44.822647;"NE";2022-01-21;2022-01-22 00:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.162667;44.87475;"NE";2022-01-21;2022-01-22 00:00:00
"LOMBARDIA";"PV";"BAGNARIA";"CINGHIALE(SELVATICI)";NA;NA;9.13959;44.834911;"NE";2022-01-29;2022-01-30 00:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.190638;44.882287;"NE";2022-02-04;2022-02-05 00:00:00
"LOMBARDIA";"PV";"PONTE NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.085361;44.841028;"NE";2022-01-21;2022-01-22 00:00:00
"LOMBARDIA";"PV";"PONTE NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.122222;44.870028;"NE";2022-01-21;2022-01-22 00:00:00
"LOMBARDIA";"PV";"COLLI VERDI";"CINGHIALE(SELVATICI)";NA;NA;9.226579;44.863262;"NE";2022-01-28;2022-01-29 00:00:00
"LOMBARDIA";"PV";"COLLI VERDI";"CINGHIALE(SELVATICI)";NA;NA;9.224112;44.865616;"NE";2022-01-28;2022-01-29 00:00:00
"LOMBARDIA";"PV";"BAGNARIA";"CINGHIALE(SELVATICI)";NA;NA;9.12;44.829439;"NE";2022-01-29;2022-01-30 00:00:00
"LOMBARDIA";"PV";"PONTE NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.081889;44.841083;"NE";2022-01-21;2022-01-22 00:00:00
"LIGURIA";"SV";"URBE";"CINGHIALE(SELVATICI)";NA;NA;8.579014;44.477618;"NE";2022-02-06;2022-02-06 11:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.16266;44.87473;"NE";2022-01-21;2022-01-22 00:00:00
"LOMBARDIA";"PV";"COLLI VERDI";"CINGHIALE(SELVATICI)";NA;NA;9.248474;44.87254;"NE";2022-01-28;2022-01-29 00:00:00
"LOMBARDIA";"PV";"PONTE NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.113535;44.833575;"NE";2022-02-04;2022-02-05 00:00:00
"LOMBARDIA";"PV";"VARZI";"CINGHIALE(SELVATICI)";NA;NA;9.177667;44.841833;"NE";2022-01-29;2022-01-30 00:00:00
"LOMBARDIA";"PV";"ZAVATTARELLO";"CINGHIALE(SELVATICI)";NA;NA;9.248704;44.859846;"NE";2022-01-28;2022-01-29 00:00:00
"LOMBARDIA";"PV";"BAGNARIA";"CINGHIALE(SELVATICI)";NA;NA;9.138885;44.834759;"NE";2022-01-29;2022-01-30 00:00:00
"LOMBARDIA";"PV";"VARZI";"CINGHIALE(SELVATICI)";NA;NA;9.207589;44.797598;"NE";2022-01-29;2022-01-30 00:00:00
"PIEMONTE";"CN";"CORTEMILIA";"CINGHIALE(SELVATICI)";NA;NA;8.194304;44.561398;"NE";2022-03-04;2022-03-05 00:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.151183;44.886592;"NE";2022-01-28;2022-01-29 00:00:00
"LOMBARDIA";"PV";"PONTE NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.12904;44.87041;"NE";2022-01-21;2022-01-22 00:00:00
"PIEMONTE";"CN";"CUNEO";"CINGHIALE(SELVATICI)";NA;NA;7.559065;44.380536;"NE";2021-12-30;2021-12-30 02:00:00
"LOMBARDIA";"PV";"BAGNARIA";"CINGHIALE(SELVATICI)";NA;NA;9.166465;44.828577;"NE";2022-01-29;2022-01-30 00:00:00
"LOMBARDIA";"PV";"PONTE NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.13637;44.866;"NE";2022-01-21;2022-01-22 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.96259;44.43777;"NE";2022-02-03;2022-02-04 00:00:00
"PIEMONTE";"CN";"CORTEMILIA";"CINGHIALE(SELVATICI)";NA;NA;8.194648;44.564578;"NE";2022-03-04;2022-03-05 00:00:00
